original_address,used_variant,lat,lon,result
"Cambridge St & Ellery St, Cambridge, MA","Cambridge St & Ellery St, Cambridge, MA",42.3747106,-71.1083403,PostGIS: Intersection cambridge st & ellery st
"0 Dunster St, Cambridge, MA","0 Dunster St, Cambridge, MA",42.370848225244515,-71.12018273376687,Nominatim match
"600 Technology Sq, Cambridge, MA","600 Technology Sq, Cambridge, MA",42.3631036,-71.0931925,Nominatim match
"0 Valentine St, Cambridge, MA","0 Valentine St, Cambridge, MA",42.360416955081256,-71.10605039703823,Nominatim match
"300 Rindge Ave, Cambridge, MA","300 Rindge Ave, Cambridge, MA",42.39342297245854,-71.13165823591065,Nominatim match
"Jfk St & Winthrop St, Cambridge, MA","John F. Kennedy Street & Winthrop Street, Cambridge, MA",42.3721639,-71.1204901,PostGIS: Intersection john f. kennedy street & winthrop street
"0 Channing St, Cambridge, MA","0 Channing St, Cambridge, MA",42.376012470025834,-71.13560041540035,Nominatim match
"100 St Sauveur Ct, Cambridge, MA","100 St Sauveur Ct, Cambridge, MA",42.37712714519581,-71.15317503503826,Nominatim match
"100 Ellery St, Cambridge, MA","100 Ellery St, Cambridge, MA",42.3740432,-71.10861286288981,Nominatim match
"Cambridge St & Third St, Cambridge, MA","Cambridge St & Third St, Cambridge, MA",42.3710284,-71.0798526,PostGIS: Intersection cambridge st & third st
"200 Upland Rd, Cambridge, MA","200 Upland Rd, Cambridge, MA",42.38602494007883,-71.12772972972537,Nominatim match
"100 Bent St, Cambridge, MA","100 Bent St, Cambridge, MA",42.36666565268996,-71.07870929966589,Nominatim match
"Magazine St & Lawrence St, Cambridge, MA","Magazine St & Lawrence St, Cambridge, MA",42.3619421,-71.1079586,PostGIS: Intersection magazine st & lawrence st
"100 Charles St, Cambridge, MA","100 Charles St, Cambridge, MA",42.367988743762425,-71.08355375079985,Nominatim match
"0 Woodrow Wilson Ct, Cambridge, MA","0 Woodrow Wilson Ct, Cambridge, MA",42.361171549999995,-71.10940264258716,Nominatim match
"0 Brattle St, Cambridge, MA","0 Brattle St, Cambridge, MA",42.3775096,-71.13175703159447,Nominatim match
"0 White St, Cambridge, MA","0 White St, Cambridge, MA",42.38927626047924,-71.11769990545123,Nominatim match
"100 Walden St, Cambridge, MA","100 Walden St, Cambridge, MA",42.38467929806624,-71.13314322527513,Nominatim match
"0 University Rd, Cambridge, MA","0 University Rd, Cambridge, MA",42.372502147053346,-71.12373538656529,Nominatim match
"Cambridge St & Max Ave, Cambridge, MA","Cambridge St & Max Ave, Cambridge, MA",42.3719958,-71.0873841,PostGIS: Intersection cambridge st & max ave
"100 Sherman St, Cambridge, MA","100 Sherman St, Cambridge, MA",42.3890429,-71.1324602842704,Nominatim match
"200 Concord Tpke, Cambridge, MA","200 Concord Tpke, Cambridge, MA",42.40032422237123,-71.15081359252893,Nominatim match
"200 Cambridgepark Dr, Cambridge, MA","200 Cambridgepark Dr, Cambridge, MA",42.3954463,-71.1494038465136,Nominatim match
"200 River St, Cambridge, MA","200 River St, Cambridge, MA",42.361874382726015,-71.11474827653444,Nominatim match
"Garden St & Appian Way, Cambridge, MA","Garden St & Appian Way, Cambridge, MA",42.3759811,-71.1209823,PostGIS: Intersection garden st & appian way
"Coolidge Hill & Coolidge Hill, Cambridge, MA","Coolidge Hill & Coolidge Hill, Cambridge, MA",42.372499,-71.1382909,PostGIS: Intersection coolidge hill & coolidge hill
"0 Blair Pl, Cambridge, MA","0 Blair Pl, Cambridge, MA",42.38987575621432,-71.13180689643363,Nominatim match
"100 Church St, Cambridge, MA","100 Church St, Cambridge, MA",42.374387277776286,-71.12021355052003,Nominatim match
"0 Blakeslee St, Cambridge, MA","0 Blakeslee St, Cambridge, MA",42.380557892990616,-71.13513357687937,Nominatim match
"Memorial Dr & Vassar St, Cambridge, MA","Memorial Dr & Vassar St, Cambridge, MA",42.3534431,-71.1071323,PostGIS: Intersection memorial dr & vassar st
"300 Vassar St, Cambridge, MA","300 Vassar St, Cambridge, MA",42.362473526885836,-71.09022761520319,Nominatim match
"100 Winthrop St, Cambridge, MA","100 Winthrop St, Cambridge, MA",42.37241285282268,-71.12103747308001,Nominatim match
"0 Gold Star Rd, Cambridge, MA","0 Gold Star Rd, Cambridge, MA",42.3989865112632,-71.13065027386611,Nominatim match
"0 Newtowne Ct, Cambridge, MA","0 Newtowne Ct, Cambridge, MA",42.36394275,-71.09497306638438,Nominatim match
"100 Aberdeen Ave, Cambridge, MA","100 Aberdeen Ave, Cambridge, MA",42.377815999999996,-71.14728784366862,Nominatim match
"100 Essex St, Cambridge, MA","100 Essex St, Cambridge, MA",42.366899997122694,-71.10154943460526,Nominatim match
"0 Holmes St, Cambridge, MA","0 Holmes St, Cambridge, MA",42.37762553433346,-71.1498569147996,Nominatim match
"200 Columbia St, Cambridge, MA","200 Columbia St, Cambridge, MA",42.3680722,-71.09699311033995,Nominatim match
"Massachusetts Ave & Prospect St, Cambridge, MA","Massachusetts Ave & Prospect St, Cambridge, MA",42.3655877,-71.1040004,PostGIS: Intersection massachusetts ave & prospect st
"Bolton St & Bolton St, Cambridge, MA","Bolton St & Bolton St, Cambridge, MA",42.389946,-71.130885,PostGIS: Intersection bolton st & bolton st
"300 Broadway, Cambridge, MA","300 Broadway, Cambridge, MA",42.369252501910985,-71.10084402960942,Nominatim match
"2000 Massachusetts Ave, Cambridge, MA","2000 Massachusetts Ave, Cambridge, MA",42.39022855,-71.12149968545982,Nominatim match
"0 Craigie St, Cambridge, MA","0 Craigie St, Cambridge, MA",42.37869289517049,-71.12783152456916,Nominatim match
"0 Museum Way, Cambridge, MA","0 Museum Way, Cambridge, MA",42.370052476997444,-71.07115137852215,Nominatim match
"0 Fernald Dr, Cambridge, MA","0 Fernald Dr, Cambridge, MA",42.38309282567585,-71.1262227369115,Nominatim match
"0 Soden St, Cambridge, MA","0 Soden St, Cambridge, MA",42.36568103857657,-71.10821939316936,Nominatim match
"Walden St & Wood St, Cambridge, MA","Walden St & Wood St, Cambridge, MA",42.386824,-71.129186,PostGIS: Intersection walden st & wood st
"100 Cambridgeside Pl, Cambridge, MA","100 Cambridgeside Pl, Cambridge, MA",42.3687832,-71.0759859,Nominatim match
"300 Franklin St, Cambridge, MA","300 Franklin St, Cambridge, MA",42.366655098586584,-71.10881578184949,Nominatim match
"200 Monsignor Obrien Hwy, Cambridge, MA","200 Monsignor O'brien Highway, Cambridge, MA",42.37211565,-71.07938625791519,Nominatim match
"0 Union St, Cambridge, MA","0 Union St, Cambridge, MA",42.36972293510404,-71.09529963859391,Nominatim match
"1100 Cambridge St, Cambridge, MA","1100 Cambridge St, Cambridge, MA",42.370757,-71.07600165,Nominatim match
"100 Richdale Ave, Cambridge, MA","100 Richdale Ave, Cambridge, MA",42.38888788477919,-71.12497354247576,Nominatim match
"0 Cameron Ave, Cambridge, MA","0 Cameron Ave, Cambridge, MA",42.397599640911345,-71.1300449880694,Nominatim match
"1000 Cambridge St, Cambridge, MA","1000 Cambridge St, Cambridge, MA",42.37265225,-71.09358195926038,Nominatim match
"200 Broadway, Cambridge, MA","200 Broadway, Cambridge, MA",42.36588805,-71.09297159367111,Nominatim match
"500 Broadway, Cambridge, MA","500 Broadway, Cambridge, MA",42.369252501910985,-71.10084402960942,Nominatim match
"200 Albany St, Cambridge, MA","200 Albany St, Cambridge, MA",42.35914783832794,-71.09979794989033,Nominatim match
"Broadway & Third St, Cambridge, MA","Broadway & Third St, Cambridge, MA",42.3626521,-71.084407,PostGIS: Intersection broadway & third st
"0 Oak St, Cambridge, MA","0 Oak St, Cambridge, MA",42.37399100810638,-71.09956919743088,Nominatim match
"0 Cambridge Ctr, Cambridge, MA","0 Cambridge Ctr, Cambridge, MA",42.3631561,-71.08710170292001,Nominatim match
"0 Concord Ave, Cambridge, MA","0 Concord Ave, Cambridge, MA",42.38488639704925,-71.13643321564366,Nominatim match
"100 Washington St, Cambridge, MA","100 Washington St, Cambridge, MA",42.36570085623815,-71.09975226429202,Nominatim match
"300 Brookline St, Cambridge, MA","300 Brookline St, Cambridge, MA",42.3567467,-71.10843623995623,Nominatim match
"2100 Massachusetts Ave, Cambridge, MA","2100 Massachusetts Ave, Cambridge, MA",42.39152085,-71.12393269462532,Nominatim match
"0 Ivy St, Cambridge, MA","0 Ivy St, Cambridge, MA",42.385700830845536,-71.13362219291581,Nominatim match
"0 Garden Ln, Cambridge, MA","0 Garden Ln, Cambridge, MA",42.380564649364715,-71.12568041171559,Nominatim match
"100 Brookline St, Cambridge, MA","100 Brookline St, Cambridge, MA",42.35476636059989,-71.11050559714798,Nominatim match
"400 Cardinal Medeiros Ave, Cambridge, MA","400 Cardinal Medeiros Ave, Cambridge, MA",42.3714083,-71.08825585315502,Nominatim match
"200 Willow St, Cambridge, MA","200 Willow St, Cambridge, MA",42.37385005,-71.09167282708853,Nominatim match
"Hampshire St & Inman St, Cambridge, MA","Hampshire St & Inman St, Cambridge, MA",42.3734797,-71.100537,PostGIS: Intersection hampshire st & inman st
"100 River St, Cambridge, MA","100 River St, Cambridge, MA",42.361874382726015,-71.11474827653444,Nominatim match
"0 Marion St, Cambridge, MA","0 Marion St, Cambridge, MA",42.37260199014537,-71.08887334567055,Nominatim match
"0 Bowdoin St, Cambridge, MA","0 Bowdoin St, Cambridge, MA",42.38322184159076,-71.12109254835879,Nominatim match
"0 Kinnaird St, Cambridge, MA","0 Kinnaird St, Cambridge, MA",42.367583758869074,-71.11246527504792,Nominatim match
"0 Boardman Pl, Cambridge, MA","0 Boardman Pl, Cambridge, MA",42.36701727755914,-71.09643310770271,Nominatim match
"Education St & Education St, Cambridge, MA","Education St & Education St, Cambridge, MA",42.3698161,-71.0713744,PostGIS: False intersection education st & education st
"0 Church St, Cambridge, MA","0 Church St, Cambridge, MA",42.374387277776286,-71.12021355052003,Nominatim match
"100 Columbia St, Cambridge, MA","100 Columbia St, Cambridge, MA",42.3713472331686,-71.09537911583195,Nominatim match
"0 Mellen St, Cambridge, MA","0 Mellen St, Cambridge, MA",42.3808095256214,-71.11866419896033,Nominatim match
"Lee St & West St, Cambridge, MA","Lee St & West St, Cambridge, MA",42.370132,-71.105494,PostGIS: Intersection lee st & west st
"0 Chatham St, Cambridge, MA","0 Chatham St, Cambridge, MA",42.37111669999655,-71.10781119998964,Nominatim match
"Essex St & Massachusetts Ave, Cambridge, MA","Essex St & Massachusetts Ave, Cambridge, MA",42.3650916,-71.1031702,PostGIS: Intersection essex st & massachusetts ave
"0 Watson St, Cambridge, MA","0 Watson St, Cambridge, MA",42.36208270546166,-71.10427754802836,Nominatim match
"100 School St, Cambridge, MA","100 School St, Cambridge, MA",42.36394806260646,-71.09785446858638,Nominatim match
"900 Main St, Cambridge, MA","900 Main St, Cambridge, MA",42.361804400000004,-71.07991150000001,Nominatim match
"Cambridge St & First St, Cambridge, MA","Cambridge St & First St, Cambridge, MA",42.3705557,-71.0770513,PostGIS: Intersection cambridge st & first st
"0 Jfk St, Cambridge, MA","0 John F. Kennedy Street, Cambridge, MA",42.37037503054116,-71.12197933639169,Nominatim match
"0 Hurley St, Cambridge, MA","0 Hurley St, Cambridge, MA",42.36841796838676,-71.08149353977095,Nominatim match
"Palermo St & Willow St, Cambridge, MA","Palermo St & Willow St, Cambridge, MA",42.371692,-71.092336,PostGIS: Intersection palermo st & willow st
"Jefferson St & Harding St, Cambridge, MA","Jefferson St & Harding St, Cambridge, MA",42.3732078,-71.0904843,PostGIS: Intersection jefferson st & harding st
"Bishop Allen Dr & Norfolk St, Cambridge, MA","Bishop Allen Dr & Norfolk St, Cambridge, MA",42.3652327,-71.1012764,PostGIS: Intersection bishop allen dr & norfolk st
"Plympton St & Mill St, Cambridge, MA","Plympton St & Mill St, Cambridge, MA",42.3702545,-71.1177537,PostGIS: Intersection plympton st & mill st
"0 Florence St, Cambridge, MA","0 Florence St, Cambridge, MA",42.35828022440231,-71.11325016837428,Nominatim match
"0 Bishop Allen Dr, Cambridge, MA","0 Bishop Allen Dr, Cambridge, MA",42.36543142661719,-71.10162384674635,Nominatim match
"200 Franklin St, Cambridge, MA","200 Franklin St, Cambridge, MA",42.3633285,-71.10351795912621,Nominatim match
"0 Follen St, Cambridge, MA","0 Follen St, Cambridge, MA",42.37870690257746,-71.12172941535397,Nominatim match
"100 Second St, Cambridge, MA","100 Second St, Cambridge, MA",42.36982790752476,-71.07883164982184,Nominatim match
"Franklin St & Putnam Ave, Cambridge, MA","Franklin St & Putnam Ave, Cambridge, MA",42.36857704626459,-71.11350374464897,PostGIS: Intersection franklin st & putnam ave
"Gorham St & Museum St, Cambridge, MA","Gorham St & Museum St, Cambridge, MA",42.3803343,-71.1140809,PostGIS: Intersection gorham st & museum st
"0 Canal Pk, Cambridge, MA","0 Canal Pk, Cambridge, MA",42.368149700000004,-71.0748945,Nominatim match
"100 Pemberton St, Cambridge, MA","100 Pemberton St, Cambridge, MA",42.39163319208151,-71.12575716163478,Nominatim match
"Central Sq & Central Sq, Cambridge, MA","Central Sq & Central Sq, Cambridge, MA",42.42874,-71.0174463,PostGIS: Intersection central sq & central sq
"100 Maple Ave, Cambridge, MA","100 Maple Ave, Cambridge, MA",42.37262368669389,-71.10457876349527,Nominatim match
"Franklin St & Pearl St, Cambridge, MA","Franklin St & Pearl St, Cambridge, MA",42.3636538,-71.1037349,PostGIS: Intersection franklin st & pearl st
"Dunster St & Massachusetts Ave, Cambridge, MA","Dunster St & Massachusetts Ave, Cambridge, MA",42.3733106,-71.1185178,PostGIS: Intersection dunster st & massachusetts ave
"Francis Ave & Kirkland St, Cambridge, MA","Francis Ave & Kirkland St, Cambridge, MA",42.3771722,-71.1115849,PostGIS: Intersection francis ave & kirkland st
"Bristol St & Market St, Cambridge, MA","Bristol St & Market St, Cambridge, MA",42.3673368,-71.0946634,PostGIS: Intersection bristol st & market st
"400 Prospect St, Cambridge, MA","400 Prospect St, Cambridge, MA",42.371142766251076,-71.09973762298094,Nominatim match
"300 Upland Rd, Cambridge, MA","300 Upland Rd, Cambridge, MA",42.38602494007883,-71.12772972972537,Nominatim match
"300 Third St, Cambridge, MA","300 Third St, Cambridge, MA",42.3652558,-71.0819495,Nominatim match
"0 Berkeley St, Cambridge, MA","0 Berkeley St, Cambridge, MA",42.378189557745,-71.12535478016,Nominatim match
"100 Mount Vernon St, Cambridge, MA","100 Mount Vernon St, Cambridge, MA",42.387242849065544,-71.12027219988558,Nominatim match
"0 Creighton St, Cambridge, MA","0 Creighton St, Cambridge, MA",42.39012267411273,-71.12296625692991,Nominatim match
"200 Lexington Ave, Cambridge, MA","200 Lexington Ave, Cambridge, MA",42.383339988869224,-71.14222351316324,Nominatim match
"0 Arlington St, Cambridge, MA","0 Arlington St, Cambridge, MA",42.38642183925798,-71.12069134626594,Nominatim match
"300 Prospect St, Cambridge, MA","300 Prospect St, Cambridge, MA",42.372638,-71.0984540277114,Nominatim match
"Winthrop St & Jfk St, Cambridge, MA","Winthrop Street & John F. Kennedy Street, Cambridge, MA",42.3721639,-71.1204901,PostGIS: Intersection winthrop street & john f. kennedy street
"0 Walden Square Rd, Cambridge, MA","0 Walden Square Rd, Cambridge, MA",42.38963804344247,-71.1307682606359,Nominatim match
"0 Bennett St, Cambridge, MA","0 Bennett St, Cambridge, MA",42.372685221188625,-71.1229375109964,Nominatim match
"700 Massachusetts Ave, Cambridge, MA","700 Massachusetts Ave, Cambridge, MA",42.365795649999995,-71.10491293428713,Nominatim match
"Fernald Dr & Robinson St, Cambridge, MA","Fernald Dr & Robinson St, Cambridge, MA",42.383818,-71.125874,PostGIS: Intersection fernald dr & robinson st
"0 Shea Rd, Cambridge, MA","0 Shea Rd, Cambridge, MA",42.3965908297594,-71.12822110664786,Nominatim match
"0 Tremont St, Cambridge, MA","0 Tremont St, Cambridge, MA",42.37102515541498,-71.09844184146796,Nominatim match
"0 Brookford St, Cambridge, MA","0 Brookford St, Cambridge, MA",42.39936902421744,-71.13425820198191,Nominatim match
"100 Elm St, Cambridge, MA","100 Elm St, Cambridge, MA",42.37232516377668,-71.09575504623416,Nominatim match
"100 Cushing St, Cambridge, MA","100 Cushing St, Cambridge, MA",42.37746525,-71.1521738640717,Nominatim match
"0 Saginaw Ave, Cambridge, MA","0 Saginaw Ave, Cambridge, MA",42.39065973398201,-71.1187819220696,Nominatim match
"1400 Massachusetts Ave, Cambridge, MA","1400 Massachusetts Ave, Cambridge, MA",42.3737293,-71.11969239081148,Nominatim match
"0 Woodbridge St, Cambridge, MA","0 Woodbridge St, Cambridge, MA",42.39606684857784,-71.12763489951418,Nominatim match
"0 Hubbard Ave, Cambridge, MA","0 Hubbard Ave, Cambridge, MA",42.38857750854955,-71.12688979401648,Nominatim match
"0 Thorndike St, Cambridge, MA","0 Thorndike St, Cambridge, MA",42.370456779729324,-71.08654043209764,Nominatim match
"200 Cambridge St, Cambridge, MA","200 Cambridge St, Cambridge, MA",42.3932191,-71.12094,Nominatim match
"1600 Massachusetts Ave, Cambridge, MA","1600 Massachusetts Ave, Cambridge, MA",42.37965275,-71.1203634406549,Nominatim match
"0 Newton St, Cambridge, MA","0 Newton St, Cambridge, MA",42.358279467096914,-71.11064159774783,Nominatim match
"Aberdeen Ave & Huron Ave, Cambridge, MA","Aberdeen Ave & Huron Ave, Cambridge, MA",42.3752733,-71.1457543,PostGIS: Intersection aberdeen ave & huron ave
"Bishop Allen Dr & Prospect St, Cambridge, MA","Bishop Allen Dr & Prospect St, Cambridge, MA",42.3663473,-71.1031493,PostGIS: Intersection bishop allen dr & prospect st
"Massachusetts Ave & Dunster St, Cambridge, MA","Massachusetts Ave & Dunster St, Cambridge, MA",42.3733106,-71.1185178,PostGIS: Intersection massachusetts ave & dunster st
"300 Cambridge St, Cambridge, MA","300 Cambridge St, Cambridge, MA",42.3609942,-71.0683995,Nominatim match
"800 Main St, Cambridge, MA","800 Main St, Cambridge, MA",42.361804400000004,-71.07991150000001,Nominatim match
"100 Inman St, Cambridge, MA","100 Inman St, Cambridge, MA",42.37161275,-71.10132865945451,Nominatim match
"0 William St, Cambridge, MA","0 William St, Cambridge, MA",42.36350186168039,-71.10613584152226,Nominatim match
